60%EE 	80%EE	100%E		30%PV Rest Wind
0.30964	0.13924	0.03		
0.32405	0.15845	0.03		
0.33436	0.1722	0.010043		
0.3594	0.20559	0.051785		
0.37951	0.2324	0.085296		
0.39375	0.25139	0.10903		
0.41027	0.27342	0.13656		
0.41991	0.28627	0.15263		
0.42952	0.29908	0.16864		
0.42603	0.29443	0.16283		
0.43264	0.30324	0.17384		
0.42594	0.29431	0.16268		
0.42967	0.29929	0.1689		
0.42604	0.29444	0.16284		
0.40651	0.2684	0.13029		
0.3843	0.23879	0.093282		
0.35125	0.19472	0.038197		
0.33239	0.16957	0.0067601		
0.31877	0.15142	0.03		
0.30133	0.12816	0.03		
0.29185	0.11552	0.03		
0.27599	0.094382	0.03		
0.24393	0.051624	0.03		
0.22567	0.027286	0.03		
0.20022	0.03	0.03		
0.19778	0.03	0.03		
0.20188	0.03	0.03		
0.16987	0.03	0.03		
0.15031	0.03	0.03		
0.16641	0.03	0.03		
0.15876	0.03	0.03		
0.13712	0.03	0.03		
0.12984	0.03	0.03		
0.13159	0.03	0.03		
0.12739	0.03	0.03		
0.11592	0.03	0.03		
0.10839	0.03	0.03		
0.10944	0.03	0.03		
0.12018	0.03	0.03		
0.12852	0.03	0.03		
0.12885	0.03	0.03		
0.13107	0.03	0.03		
0.12824	0.03	0.03		
0.12726	0.03	0.03		
0.13101	0.03	0.03		
0.13038	0.03	0.03		
0.1329	0.03	0.03		
0.13654	0.03	0.03		
0.13257	0.03	0.03		
0.13808	0.03	0.03		
0.14594	0.03	0.03		
0.16735	0.03	0.03		
0.18544	0.03	0.03		
0.20746	0.0029998	0.03		
0.21708	0.015831	0.03		
0.25425	0.06539	0.03		
0.26516	0.079934	0.03		
0.26341	0.077596	0.03		
0.25859	0.071182	0.03		
0.23502	0.039743	0.03		
0.22008	0.019834	0.03		
0.19225	0.03	0.03		
0.15855	0.03	0.03		
0.14712	0.03	0.03		
0.11733	0.03	0.03		
0.089768	0.03	0.03		
0.062996	0.03	0.03		
0.015163	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0075782	0.03	0.03		
0.05409	0.03	0.03		
0.07737	0.03	0.03		
0.10648	0.03	0.03		
0.128	0.03	0.03		
0.16715	0.03	0.03		
0.19186	0.03	0.03		
0.21203	0.0090981	0.03		
0.23487	0.039542	0.03		
0.23857	0.044478	0.03		
0.25525	0.066724	0.03		
0.28399	0.10505	0.03		
0.3017	0.12866	0.03		
0.3119	0.14225	0.03		
0.31813	0.15056	0.03		
0.30835	0.13752	0.03		
0.32142	0.15495	0.03		
0.3224	0.15625	0.03		
0.32302	0.15708	0.03		
0.32165	0.15526	0.03		
0.32033	0.1535	0.03		
0.3208	0.15412	0.03		
0.31254	0.14311	0.03		
0.30931	0.1388	0.03		
0.32311	0.15721	0.03		
0.32925	0.16539	0.0015313		
0.32965	0.16593	0.0022026		
0.34341	0.18427	0.02513		
0.34464	0.18591	0.027179		
0.3485	0.19105	0.033607		
0.35765	0.20325	0.04886		
0.36227	0.20941	0.05656		
0.36525	0.21339	0.061534		
0.36289	0.21024	0.057589		
0.3658	0.21413	0.062452		
0.3659	0.21425	0.062607		
0.3709	0.22092	0.07094		
0.37729	0.22944	0.081588		
0.38426	0.23873	0.093206		
0.39589	0.25425	0.1126		
0.40767	0.26995	0.13223		
0.40405	0.26513	0.1262		
0.40632	0.26815	0.12998		
0.41062	0.27388	0.13714		
0.42139	0.28824	0.15509		
0.42041	0.28693	0.15346		
0.4144	0.27893	0.14345		
0.4052	0.26665	0.12811		
0.39842	0.25762	0.11682		
0.40199	0.26237	0.12276		
0.41451	0.27907	0.14363		
0.43198	0.30236	0.17274		
0.43299	0.30371	0.17442		
0.43283	0.30349	0.17416		
0.43357	0.30448	0.17539		
0.43759	0.30984	0.1821		
0.44296	0.317	0.19104		
0.44002	0.31309	0.18615		
0.43041	0.30027	0.17012		
0.41859	0.28451	0.15043		
0.40521	0.26667	0.12813		
0.369	0.21839	0.067779		
0.34234	0.18285	0.023351		
0.31867	0.15128	0.03		
0.28862	0.11122	0.03		
0.25265	0.063252	0.03		
0.21543	0.013626	0.03		
0.18338	0.03	0.03		
0.14817	0.03	0.03		
0.12699	0.03	0.03		
0.10342	0.03	0.03		
0.088798	0.03	0.03		
0.071172	0.03	0.03		
0.057049	0.03	0.03		
0.033845	0.03	0.03		
0.0075012	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0029934	0.03	0.03		
0.017721	0.03	0.03		
0.019211	0.03	0.03		
0.030447	0.03	0.03		
0.040219	0.03	0.03		
0.048962	0.03	0.03		
0.060451	0.03	0.03		
0.076352	0.03	0.03		
0.098201	0.03	0.03		
0.13609	0.03	0.03		
0.15845	0.03	0.03		
0.18574	0.03	0.03		
0.20801	0.0037349	0.03		
0.22741	0.029602	0.03		
0.23609	0.041177	0.03		
0.238	0.043717	0.03		
0.22915	0.031925	0.03		
0.24196	0.049004	0.03		
0.26646	0.081675	0.03		
0.27331	0.090797	0.03		
0.24745	0.056329	0.03		
0.2316	0.035193	0.03		
0.23377	0.038083	0.03		
0.22496	0.026338	0.03		
0.21265	0.0099172	0.03		
0.18481	0.03	0.03		
0.14467	0.03	0.03		
0.13314	0.03	0.03		
0.13693	0.03	0.03		
0.11484	0.03	0.03		
0.093145	0.03	0.03		
0.092298	0.03	0.03		
0.084675	0.03	0.03		
0.069865	0.03	0.03		
0.05988	0.03	0.03		
0.045194	0.03	0.03		
0.044695	0.03	0.03		
0.040005	0.03	0.03		
0.036249	0.03	0.03		
0.019024	0.03	0.03		
0.024978	0.03	0.03		
0.020951	0.03	0.03		
0.0052295	0.03	0.03		
0.0059141	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0022769	0.03	0.03		
0.0082716	0.03	0.03		
0.017755	0.03	0.03		
0.0048301	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.0053355	0.03	0.03		
0.016395	0.03	0.03		
0.023928	0.03	0.03		
0.041222	0.03	0.03		
0.041957	0.03	0.03		
0.055485	0.03	0.03		
0.079012	0.03	0.03		
0.097983	0.03	0.03		
0.11688	0.03	0.03		
0.12816	0.03	0.03		
0.13936	0.03	0.03		
0.14795	0.03	0.03		
0.15073	0.03	0.03		
0.14794	0.03	0.03		
0.15463	0.03	0.03		
0.15864	0.03	0.03		
0.16273	0.03	0.03		
0.17193	0.03	0.03		
0.17587	0.03	0.03		
0.16825	0.03	0.03		
0.18151	0.03	0.03		
0.20364	0.03	0.03		
0.20098	0.03	0.03		
0.19548	0.03	0.03		
0.19464	0.03	0.03		
0.17913	0.03	0.03		
0.1681	0.03	0.03		
0.1517	0.03	0.03		
0.15434	0.03	0.03		
0.16279	0.03	0.03		
0.15971	0.03	0.03		
0.16089	0.03	0.03		
0.16734	0.03	0.03		
0.17596	0.03	0.03		
0.1765	0.03	0.03		
0.18169	0.03	0.03		
0.19173	0.03	0.03		
0.19242	0.03	0.03		
0.20863	0.0045596	0.03		
0.22174	0.022036	0.03		
0.21286	0.0102	0.03		
0.2048	0.03	0.03		
0.21974	0.019375	0.03		
0.23081	0.034129	0.03		
0.24912	0.058555	0.03		
0.26471	0.079341	0.03		
0.27002	0.086415	0.03		
0.28346	0.10434	0.03		
0.29087	0.11422	0.03		
0.2857	0.10733	0.03		
0.29753	0.1231	0.03		
0.30788	0.1369	0.03		
0.31275	0.14339	0.03		
0.31514	0.14657	0.03		
0.33201	0.16907	0.0061271		
0.34596	0.18767	0.029377		
0.35215	0.19592	0.039697		
0.36303	0.21043	0.057834		
0.38564	0.24058	0.095518		
0.39415	0.25193	0.1097		
0.41226	0.27607	0.13988		
0.41771	0.28333	0.14896		
0.41566	0.2806	0.14554		
0.40068	0.26063	0.12057		
0.38215	0.23593	0.0897		
0.36166	0.20861	0.055552		
0.33435	0.17219	0.010029		
0.3132	0.14399	0.03		
0.28871	0.11133	0.03		
0.26373	0.078024	0.03		
0.23349	0.037712	0.03		
0.20062	0.03	0.03		
0.17258	0.03	0.03		
0.13921	0.03	0.03		
0.1086	0.03	0.03		
0.081974	0.03	0.03		
0.066323	0.03	0.03		
0.048307	0.03	0.03		
0.036767	0.03	0.03		
0.0071606	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.011035	0.03	0.03		
0.015302	0.03	0.03		
0.027432	0.03	0.03		
0.040331	0.03	0.03		
0.069026	0.03	0.03		
0.08148	0.03	0.03		
0.10792	0.03	0.03		
0.15497	0.03	0.03		
0.19518	0.03	0.03		
0.23568	0.040633	0.03		
0.27698	0.095697	0.03		
0.32095	0.15432	0.03		
0.36085	0.20752	0.054195		
0.41208	0.27583	0.13958		
0.45137	0.32822	0.20507		
0.49425	0.38539	0.27653		
0.54074	0.44738	0.35401		
0.58042	0.50029	0.42015		
0.61559	0.54718	0.47877		
0.64276	0.58341	0.52405		
0.66791	0.61694	0.56597		
0.68172	0.63534	0.58897		
0.69005	0.64645	0.60286		
0.6934	0.65092	0.60844		
0.69237	0.64954	0.60672		
0.68486	0.63954	0.59422		
0.67636	0.62821	0.58005		
0.66624	0.61471	0.56318		
0.64965	0.59259	0.53553		
0.64176	0.58206	0.52237		
0.64181	0.58213	0.52245		
0.63889	0.57824	0.51759		
0.62949	0.56571	0.50193		
0.62129	0.55478	0.48826		
0.61651	0.5484	0.48029		
0.6087	0.53799	0.46727		
0.60168	0.52863	0.45557		
0.59481	0.51947	0.44413		
0.58279	0.50344	0.42409		
0.57582	0.49415	0.41248		
0.5713	0.48812	0.40495		
0.56938	0.48556	0.40174		
0.5674	0.48292	0.39844		
0.56721	0.48267	0.39813		
0.56365	0.47793	0.3922		
0.56352	0.47775	0.39198		
0.56949	0.4857	0.40192		
0.56738	0.4829	0.39841		
0.56567	0.48061	0.39556		
0.56759	0.48318	0.39877		
0.56603	0.4811	0.39616		
0.56416	0.4786	0.39305		
0.56309	0.47717	0.39126		
0.5744	0.49225	0.41011		
0.58563	0.50723	0.42883		
0.58642	0.50828	0.43014		
0.59192	0.51561	0.4393		
0.59564	0.52058	0.44552		
0.60007	0.52648	0.45289		
0.60645	0.53499	0.46353		
0.61265	0.54326	0.47387		
0.62006	0.55314	0.48622		
0.6216	0.55518	0.48877		
0.62844	0.56431	0.50018		
0.63324	0.57071	0.50819		
0.63847	0.57769	0.5169		
0.6481	0.59052	0.53295		
0.65478	0.59943	0.54408		
0.6517	0.59532	0.53894		
0.64754	0.58977	0.532		
0.63689	0.57558	0.51426		
0.62074	0.55404	0.48734		
0.60192	0.52895	0.45598		
0.57228	0.48943	0.40657		
0.54353	0.45109	0.35866		
0.51429	0.41211	0.30992		
0.48482	0.37281	0.2608		
0.45652	0.33509	0.21365		
0.42524	0.29338	0.16151		
0.39723	0.25603	0.11483		
0.36851	0.21773	0.066955		
0.34836	0.19087	0.033381		
0.31912	0.15188	0.03		
0.28702	0.10909	0.03		
0.25966	0.072609	0.03		
0.23201	0.035735	0.03		
0.21358	0.011163	0.03		
0.19407	0.03	0.03		
0.1758	0.03	0.03		
0.15201	0.03	0.03		
0.13639	0.03	0.03		
0.11933	0.03	0.03		
0.10161	0.03	0.03		
0.08604	0.03	0.03		
0.097373	0.03	0.03		
0.10195	0.03	0.03		
0.095136	0.03	0.03		
0.087429	0.03	0.03		
0.098095	0.03	0.03		
0.13691	0.03	0.03		
0.16329	0.03	0.03		
0.18418	0.03	0.03		
0.20905	0.0051238	0.03		
0.24443	0.052301	0.03		
0.24498	0.053028	0.03		
0.2631	0.077183	0.03		
0.29651	0.12174	0.03		
0.323	0.15705	0.03		
0.35624	0.20138	0.046515		
0.39742	0.25628	0.11514		
0.44525	0.32005	0.19486		
0.49997	0.39302	0.28606		
0.54022	0.44668	0.35314		
0.57338	0.49089	0.40841		
0.60643	0.53496	0.4635		
0.64005	0.57979	0.51953		
0.66063	0.60723	0.55383		
0.67846	0.631	0.58354		
0.68307	0.63715	0.59123		
0.68326	0.63741	0.59155		
0.67745	0.62965	0.58186		
0.67525	0.62672	0.57819		
0.67503	0.62643	0.57783		
0.67678	0.62877	0.58075		
0.67368	0.62463	0.57558		
0.6634	0.61092	0.55845		
0.66052	0.60708	0.55365		
0.65811	0.60386	0.54962		
0.64734	0.58951	0.53167		
0.63323	0.5707	0.50817		
0.62487	0.55954	0.49422		
0.61878	0.55143	0.48408		
0.62017	0.55329	0.4864		
0.62044	0.55364	0.48684		
0.61948	0.55237	0.48525		
0.61553	0.54709	0.47866		
0.61361	0.54453	0.47546		
0.61252	0.54308	0.47364		
0.60324	0.53071	0.45818		
0.59276	0.51673	0.44071		
0.59067	0.51395	0.43722		
0.59118	0.51463	0.43808		
0.58451	0.50573	0.42696		
0.57913	0.49856	0.41799		
0.57559	0.49384	0.41209		
0.57062	0.48722	0.40382		
0.57287	0.49021	0.40756		
0.5644	0.47892	0.39345		
0.56265	0.47659	0.39053		
0.56136	0.47487	0.38838		
0.55595	0.46766	0.37937		
0.54766	0.4566	0.36555		
0.53781	0.44347	0.34913		
0.53547	0.44034	0.34522		
0.54011	0.44653	0.35296		
0.53874	0.44471	0.35068		
0.53358	0.43783	0.34208		
0.52912	0.43188	0.33464		
0.51997	0.41968	0.31939		
0.5125	0.40972	0.30694		
0.51519	0.4133	0.31142		
0.51549	0.41371	0.31193		
0.51047	0.40701	0.30356		
0.50138	0.39489	0.28841		
0.4937	0.38466	0.27562		
0.48555	0.37378	0.26202		
0.47839	0.36424	0.25009		
0.46749	0.34972	0.23194		
0.45744	0.33631	0.21518		
0.44518	0.31997	0.19475		
0.43744	0.30964	0.18185		
0.41085	0.27418	0.13752		
0.36596	0.21434	0.062711		
0.33238	0.16957	0.0067516		
0.28782	0.11015	0.03		
0.25204	0.062448	0.03		
0.22281	0.023464	0.03		
0.18647	0.03	0.03		
0.1462	0.03	0.03		
0.1033	0.03	0.03		
0.058836	0.03	0.03		
0.028923	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.013455	0.03	0.03		
0.048961	0.03	0.03		
0.080029	0.03	0.03		
0.13394	0.03	0.03		
0.17945	0.03	0.03		
0.24294	0.050314	0.03		
0.31705	0.14913	0.03		
0.37387	0.22488	0.075895		
0.43239	0.30291	0.17343		
0.48462	0.37255	0.26048		
0.52571	0.42734	0.32897		
0.54641	0.45494	0.36347		
0.56348	0.47769	0.39191		
0.57049	0.48704	0.40359		
0.57397	0.49168	0.4094		
0.58053	0.50042	0.42032		
0.5795	0.49906	0.41862		
0.5764	0.49492	0.41344		
0.57095	0.48766	0.40436		
0.57118	0.48796	0.40474		
0.57142	0.48829	0.40515		
0.56636	0.48153	0.39671		
0.56836	0.4842	0.40005		
0.57025	0.48672	0.4032		
0.56908	0.48516	0.40124		
0.5758	0.49412	0.41244		
0.57817	0.49729	0.4164		
0.58177	0.50208	0.42239		
0.58895	0.51166	0.43436		
0.58784	0.51017	0.4325		
0.58534	0.50684	0.42834		
0.58173	0.50203	0.42233		
0.59229	0.51611	0.43993		
0.59645	0.52166	0.44686		
0.59837	0.52421	0.45006		
0.60082	0.52748	0.45414		
0.60363	0.53123	0.45883		
0.60742	0.53628	0.46515		
0.60976	0.5394	0.46904		
0.61438	0.54556	0.47675		
0.6198	0.55279	0.48578		
0.6238	0.55812	0.49244		
0.62547	0.56034	0.49522		
0.62895	0.56499	0.50103		
0.63519	0.57332	0.51144		
0.63809	0.57718	0.51626		
0.6409	0.58092	0.52094		
0.64303	0.58377	0.5245		
0.64402	0.58508	0.52614		
0.64363	0.58456	0.52549		
0.64853	0.59109	0.53366		
0.65339	0.59757	0.54175		
0.65572	0.60068	0.54564		
0.65912	0.60522	0.55131		
0.66315	0.61059	0.55803		
0.66587	0.61421	0.56256		
0.67071	0.62067	0.57062		
0.67761	0.62987	0.58213		
0.67597	0.62769	0.5794		
0.66691	0.6156	0.56429		
0.65509	0.59984	0.54459		
0.63839	0.57757	0.51676		
0.62138	0.5549	0.48841		
0.59279	0.51677	0.44075		
0.56078	0.47409	0.38741		
0.52219	0.42265	0.3231		
0.48635	0.37485	0.26336		
0.44974	0.32604	0.20234		
0.41104	0.27444	0.13785		
0.36191	0.20894	0.055963		
0.31359	0.14451	0.03		
0.27553	0.093768	0.03		
0.23783	0.043491	0.03		
0.19	0.03	0.03		
0.15459	0.03	0.03		
0.11863	0.03	0.03		
0.08348	0.03	0.03		
0.050639	0.03	0.03		
0.015991	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.03	0.03	0.03		
0.023781	0.03	0.03		
0.059355	0.03	0.03		
0.089366	0.03	0.03		
0.11329	0.03	0.03		
0.1455	0.03	0.03		
0.19057	0.03	0.03		
0.24147	0.048352	0.03		
0.28224	0.10271	0.03		
0.32196	0.15567	0.03		
0.36554	0.21378	0.062019		
0.40691	0.26894	0.13096		
0.45307	0.33048	0.2079		
0.50085	0.39419	0.28753		
0.54347	0.45102	0.35856		
0.59713	0.52256	0.44799		
0.64002	0.57975	0.51947		
0.67017	0.61994	0.56972		
0.69083	0.6475	0.60416		
0.70604	0.66778	0.62952		
0.71406	0.67847	0.64288		
0.71961	0.68586	0.65212		
0.71733	0.68283	0.64833		
0.71018	0.67329	0.63641		
0.69849	0.65771	0.61693		
0.69422	0.65202	0.60982		
0.68867	0.64462	0.60056		
0.67315	0.62392	0.5747		
0.65656	0.6018	0.54704		
0.64076	0.58073	0.52071		
0.6281	0.56385	0.49961		
0.61432	0.54548	0.47664		
0.60028	0.52676	0.45324		
0.58496	0.50634	0.42771		
0.57075	0.48739	0.40403		
0.55672	0.46868	0.38065		
0.54153	0.44843	0.35533		
0.52338	0.42423	0.32508		
0.51086	0.40754	0.30422		
0.50427	0.39875	0.29323		
0.50053	0.39377	0.287		
0.4957	0.38732	0.27894		
0.48868	0.37796	0.26724		
0.47886	0.36486	0.25087		
0.47004	0.35311	0.23618		
0.46279	0.34345	0.2241		
0.459	0.33839	0.21778		
0.46043	0.3403	0.22016		
0.45806	0.33714	0.21622		
0.45604	0.33444	0.21285		
0.44628	0.32143	0.19658		
0.43958	0.31249	0.18541		
0.43838	0.3109	0.18341		
0.43568	0.30729	0.1789		
0.43315	0.30392	0.17469		
0.42275	0.29005	0.15736		
0.42032	0.28681	0.15331		
0.41314	0.27725	0.14135		
0.40407	0.26515	0.12622		
0.40187	0.26221	0.12256		
0.39718	0.25597	0.11475		
0.39791	0.25694	0.11597		
0.40495	0.26633	0.1277		
0.40534	0.26684	0.12834		
0.41531	0.28013	0.14496		
0.42104	0.28778	0.15451		
0.42097	0.28769	0.1544		
0.41235	0.27619	0.14002		
0.41009	0.27317	0.13626		
0.40266	0.26327	0.12388		
0.37943	0.23229	0.085158		
0.36686	0.21553	0.064205		
0.35597	0.20101	0.046055		
0.34632	0.18815	0.029977		
0.32515	0.15992	0.03		
0.3107	0.14066	0.03		
0.29569	0.12064	0.03		
0.27791	0.096938	0.03		
0.26113	0.074556	0.03		
0.24079	0.047436	0.03		
0.22776	0.030066	0.03		
0.21502	0.013076	0.03		
0.21942	0.018949	0.03		
0.22319	0.023979	0.03		
0.22666	0.028606	0.03		
0.23226	0.036064	0.03		
0.22907	0.031818	0.03		
0.21127	0.0080828	0.03		
0.21462	0.012549	0.03		
0.2096	0.00585	0.03		
0.19755	0.03	0.03		
0.20117	0.03	0.03		
0.21883	0.018164	0.03		
0.22584	0.027509	0.03		
0.24532	0.053476	0.03		
0.27564	0.093903	0.03		
0.28353	0.10443	0.03		
0.30122	0.12802	0.03		
0.32795	0.16366	0.03		
0.35237	0.19622	0.040063		
0.37924	0.23204	0.084843		
0.40609	0.26784	0.12959		
0.42629	0.29477	0.16326		
0.4316	0.30185	0.17211		
0.44347	0.31768	0.19189		
0.46274	0.34338	0.22402		
0.47025	0.35339	0.23653		
0.48655	0.37512	0.2637		
0.50103	0.39442	0.28782		
0.52433	0.4255	0.32667		
0.55321	0.464	0.37479		
0.57808	0.49716	0.41624		
0.59888	0.5249	0.45091		
0.61261	0.54321	0.4738		
0.62672	0.56202	0.49732		
0.63686	0.57554	0.51422		
0.63892	0.57829	0.51765		
0.64445	0.58566	0.52686		
0.65159	0.59518	0.53876		
0.65425	0.59873	0.5432		
0.64775	0.59006	0.53237		
0.64608	0.58783	0.52958		
0.64907	0.59182	0.53457		
0.64388	0.58489	0.5259		
0.63802	0.57709	0.51615		
0.63053	0.5671	0.50366		
0.6297	0.56599	0.50228		
0.62902	0.56508	0.50115		
0.62509	0.55984	0.49459		
0.61982	0.55282	0.48582		
0.62366	0.55793	0.49221		
0.62563	0.56056	0.49549		
0.62616	0.56126	0.49637		
0.63207	0.56915	0.50623		
0.63184	0.56884	0.50585		
0.63654	0.57511	0.51368		
0.63676	0.5754	0.51404		
0.63707	0.57582	0.51457		
0.63737	0.57622	0.51507		
0.63999	0.5797	0.51942		
0.63976	0.5794	0.51904		
0.63855	0.57779	0.51703		
0.63773	0.57669	0.51565		
0.63916	0.5786	0.51804		
0.63898	0.57836	0.51774		
0.64098	0.58103	0.52108		
0.64063	0.58056	0.52049		
0.63673	0.57536	0.51399		
0.63146	0.56834	0.50522		
0.6348	0.57279	0.51078		
0.64409	0.58518	0.52626		
0.64441	0.5856	0.52679		
0.6412	0.58132	0.52144		
0.64408	0.58516	0.52624		
0.64231	0.5828	0.5233		
0.64672	0.58868	0.53064		
0.65027	0.59342	0.53656		
0.65484	0.59951	0.54418		
0.65588	0.60089	0.54591		
0.66009	0.60651	0.55292		
0.6684	0.61759	0.56678		
0.67118	0.62129	0.57141		
0.66887	0.61822	0.56756		
0.66886	0.61821	0.56755		
0.67182	0.62215	0.57248		
0.67424	0.62537	0.57651		
0.67782	0.63015	0.58248		
0.67499	0.62637	0.57775		
0.67001	0.61973	0.56946		
0.66376	0.6114	0.55904		
0.65378	0.5981	0.54241		
0.64599	0.58771	0.52942		
0.6368	0.57546	0.51411		
0.62046	0.55367	0.48688		
0.6073	0.53612	0.46495		
0.59498	0.5197	0.44442		
0.58202	0.50241	0.4228		
0.57078	0.48742	0.40407		
0.55817	0.47062	0.38306		
0.54771	0.45667	0.36562		
0.53117	0.43462	0.33806		
0.5213	0.42146	0.32161		
0.51032	0.40681	0.3033		
0.49669	0.38864	0.28059		
0.48187	0.36888	0.2559		
0.46561	0.3472	0.2288		
0.44625	0.32139	0.19653		
0.43764	0.30991	0.18217		
0.42759	0.29651	0.16543		
0.41044	0.27364	0.13684		
0.39938	0.25889	0.11841		
0.38745	0.24298	0.098523		
0.37657	0.22848	0.080397		
0.38193	0.23562	0.08932		
0.38431	0.2388	0.093296		
0.39767	0.25661	0.11555		
0.40831	0.2708	0.1333		
0.42765	0.29658	0.16552		
0.44763	0.32323	0.19882		
0.46272	0.34335	0.22397		
0.49178	0.3821	0.27241		
0.51087	0.40755	0.30423		
0.52708	0.42916	0.33125		
0.54861	0.45787	0.36713		
0.57581	0.49414	0.41246		
0.59528	0.52009	0.44491		
0.61584	0.54751	0.47918		
0.64568	0.5873	0.52892		
0.66959	0.61917	0.56876		
0.69469	0.65264	0.61059		
0.71168	0.6753	0.63891		
0.72328	0.69077	0.65825		
0.73329	0.70411	0.67493		
0.73782	0.71015	0.68248		
0.73714	0.70924	0.68135		
0.73759	0.70985	0.6821		
0.73594	0.70764	0.67934		
0.7316	0.70185	0.6721		
0.72539	0.69358	0.66177		
0.71915	0.68526	0.65136		
0.71241	0.67627	0.64013		
0.70474	0.66604	0.62734		
0.69447	0.65235	0.61023		
0.68741	0.64293	0.59846		
0.68249	0.63638	0.59027		
0.675	0.62639	0.57778		
0.66727	0.61608	0.56489		
0.65866	0.60461	0.55055		
0.65232	0.59615	0.53998		
0.64881	0.59147	0.53413		
0.6413	0.58146	0.52161		
0.62728	0.56276	0.49825		
0.61667	0.54861	0.48056		
0.61052	0.54041	0.47031		
0.60922	0.53868	0.46814		
0.60563	0.53389	0.46216		
0.60525	0.53339	0.46153		
0.60801	0.53707	0.46613		
0.60625	0.53472	0.46319		
0.60217	0.52928	0.4564		
0.59476	0.5194	0.44404		
0.59142	0.51494	0.43847		
0.58773	0.51003	0.43233		
0.57892	0.49829	0.41765		
0.57586	0.4942	0.41254		
0.5673	0.48279	0.39827		
0.56045	0.47366	0.38687		
0.55679	0.46878	0.38076		
0.55612	0.46789	0.37965		
0.55846	0.471	0.38354		
0.56031	0.47347	0.38663		
0.55258	0.46316	0.37374		
0.54659	0.45518	0.36376		
0.54201	0.44907	0.35613		
0.53909	0.44517	0.35126		
0.53487	0.43956	0.34424		
0.5423	0.44946	0.35661		
0.5475	0.45639	0.36528		
0.55197	0.46235	0.37274		
0.55227	0.46275	0.37323		
0.54258	0.44982	0.35707		
0.52871	0.43134	0.33397		
0.51178	0.40876	0.30574		
0.4927	0.38332	0.27395		
0.472	0.35573	0.23945		
0.44377	0.31809	0.1924		
